CMA ID,CMA NAME,YEAR,QUARTER,HOUSING TYPE,MEDIAN HOUSING PRICE,MEDIAN AFTER TAX ANNUAL FAMILY INCOME,PRIME INTEREST RATE,MORTGAGE PAYMENT PERCENT INCOME,HISTORIC PAYMENT PERCENT INCOME,NUMBER OF RESALES
925,Kamloops,2023,1,Condos,405735.9914,96110,6.623076923,32.93683077,18.56500138,59
925,Kamloops,2023,1,Single-detached,653376.506,96110,6.623076923,52.38448404,32.08712104,133
925,Kamloops,2023,1,Townhouses,533983.9621,96110,6.623076923,43.20254544,25.397242,69
915,Kelowna,2023,1,All housing types,739517.4194,92752.5,6.623076923,61.14523399,38.09482147,677
915,Kelowna,2023,1,Condos,464003.3784,92752.5,6.623076923,39.03034319,24.28880262,228
915,Kelowna,2023,1,Single-detached,964053.2544,92752.5,6.623076923,79.03834243,44.76537722,296
915,Kelowna,2023,1,Townhouses,665994.059,92752.5,6.623076923,55.28620725,32.85366574,153
936,Ladysmith,2023,1,All housing types,784750,86960,6.623076923,69.06284131,58.88969957,34
936,Ladysmith,2023,1,Single-detached,824583.3333,86960,6.623076923,72.44857563,61.26599014,26
938,Nanaimo,2023,1,All housing types,618334.1108,88425,6.623076923,54.00804034,33.9915153,278
938,Nanaimo,2023,1,Condos,444538.2629,88425,6.623076923,39.22301113,21.40189008,62
938,Nanaimo,2023,1,Single-detached,768105.6701,88425,6.623076923,66.52734011,37.66249954,180
938,Nanaimo,2023,1,Townhouses,578729.4118,88425,6.623076923,50.69751129,27.46191196,36
907,Nelson,2023,1,All housing types,640177.2152,87357.5,6.623076923,56.51617476,41.74276472,39
907,Nelson,2023,1,Single-detached,700700,87357.5,6.623076923,61.63705314,43.98100233,27
939,Parksville,2023,1,All housing types,715830.2583,84562.5,6.623076923,64.9968061,38.92321274,113
939,Parksville,2023,1,Condos,436617.6471,84562.5,6.623076923,40.28378992,25.29799068,14
939,Parksville,2023,1,Single-detached,792258.3333,84562.5,6.623076923,71.67718142,41.08315087,71
939,Parksville,2023,1,Townhouses,625794.7368,84562.5,6.623076923,57.12703998,35.70802608,28
913,Penticton,2023,1,All housing types,598181.8182,83897.5,6.623076923,55.14714548,34.46883108,100
913,Penticton,2023,1,Condos,368583.3333,83897.5,6.623076923,34.27626762,24.64960116,26
913,Penticton,2023,1,Single-detached,803746.9466,83897.5,6.623076923,73.25746779,41.62561139,48
913,Penticton,2023,1,Townhouses,561666.6667,83897.5,6.623076923,51.9301545,28.09446494,26
940,Port Alberni,2023,1,All housing types,486926.8293,77752.5,6.623076923,48.8603073,24.91984493,51
940,Port Alberni,2023,1,Single-detached,510747.619,77752.5,6.623076923,51.19382543,25.47459468,44
945,Powell River,2023,1,All housing types,582796.1165,79027.5,6.623076923,57.10652635,28.39881449,39
945,Powell River,2023,1,Single-detached,605692.6471,79027.5,6.623076923,59.24802198,29.06419653,29
970,Prince George,2023,1,All housing types,457787.3239,97620,6.623076923,36.58742213,20.86631918,132
970,Prince George,2023,1,Single-detached,483847.8261,97620,6.623076923,38.67023776,21.62037066,94
970,Prince George,2023,1,Townhouses,331916.7797,97620,6.623076923,26.527557,15.88118112,30
955,Prince Rupert,2023,1,All housing types,453416.6667,91512.5,6.623076923,38.65662297,20.96060583,17
955,Prince Rupert,2023,1,Single-detached,455079.5455,91512.5,6.623076923,38.79839385,21.3614414,14
952,Quesnel,2023,1,All housing types,357180.2817,82772.5,6.623076923,33.66729733,19.12777887,25
952,Quesnel,2023,1,Single-detached,368644.0678,82772.5,6.623076923,34.74785725,19.38116486,23
920,Salmon Arm,2023,1,All housing types,592133.3333,85740,6.623076923,53.44064573,34.91041316,56
920,Salmon Arm,2023,1,Condos,292933.3333,85740,6.623076923,26.65582729,18.83347001,11
920,Salmon Arm,2023,1,Single-detached,633437.5,85740,6.623076923,57.00135193,37.57179298,34
920,Salmon Arm,2023,1,Townhouses,469079.3889,85740,6.623076923,42.68445327,27.50382689,11
934,Squamish,2023,1,All housing types,835881.6993,112897.5,6.623076923,56.54366745,35.74275125,71
934,Squamish,2023,1,Condos,626500,112897.5,6.623076923,42.83547633,24.02183276,18
934,Squamish,2023,1,Single-detached,1460461.29,112897.5,6.623076923,94.08521452,52.39203906,17
934,Squamish,2023,1,Townhouses,880659.375,112897.5,6.623076923,59.47525574,35.812071,36
965,Terrace,2023,1,All housing types,448494.186,96120,6.623076923,36.40406716,22.28508389,37
965,Terrace,2023,1,Single-detached,473571.4286,96120,6.623076923,38.43957543,22.91057037,30
910,Trail,2023,1,All housing types,340807.9268,91632.5,6.623076923,29.0179684,24.92893931,35
910,Trail,2023,1,Single-detached,336250,91632.5,6.623076923,28.62988536,24.78545253,34
933,Vancouver,2023,1,All housing types,816369.0234,92242.5,6.623076923,67.64141279,46.34979114,7416
933,Vancouver,2023,1,Condos,625549.2897,92242.5,6.623076923,52.35104343,33.52101857,4104
933,Vancouver,2023,1,Single-detached,1642985.834,92242.5,6.623076923,128.1534377,73.63157159,1690
933,Vancouver,2023,1,Townhouses,925972.1307,92242.5,6.623076923,76.42390063,42.89966917,1622
918,Vernon,2023,1,All housing types,637446.8085,88360,6.623076923,55.64656239,33.47993893,160
918,Vernon,2023,1,Condos,310535.443,88360,6.623076923,27.41967608,17.73657873,34
918,Vernon,2023,1,Single-detached,786813.1579,88360,6.623076923,68.14117556,38.42228469,73
918,Vernon,2023,1,Townhouses,561829.7477,88360,6.623076923,49.32113548,28.34301195,53
935,Victoria,2023,1,All housing types,760571.7612,101255,6.623076923,57.54771653,38.89023417,971
935,Victoria,2023,1,Condos,522361.6935,101255,6.623076923,40.15892543,25.16453563,408
935,Victoria,2023,1,Single-detached,1125000,101255,6.623076923,83.13628879,48.24432339,380
935,Victoria,2023,1,Townhouses,739056.6502,101255,6.623076923,55.97716255,34.92562688,183
950,Williams Lake,2023,1,All housing types,380829.5455,88970,6.623076923,33.39595717,21.01542762,29
950,Williams Lake,2023,1,Single-detached,421785.7143,88970,6.623076923,36.9875127,22.05009043,17
932,Abbotsford - Mission,2023,2,All housing types,721405.4204,84840,6.757692308,66.08018878,39.8580484,871
932,Abbotsford - Mission,2023,2,Condos,398069.5732,84840,6.757692308,37.06152837,20.09532322,261
932,Abbotsford - Mission,2023,2,Single-detached,1064186.047,84840,6.757692308,95.68541615,49.93104757,359
932,Abbotsford - Mission,2023,2,Townhouses,655782.9457,84840,6.757692308,60.29209113,32.71122748,251
944,Campbell River,2023,2,All housing types,614216.8675,89065,6.757692308,53.93966432,28.83969156,203
944,Campbell River,2023,2,Condos,455000,89065,6.757692308,40.35239594,18.33500271,33
944,Campbell River,2023,2,Single-detached,690300,89065,6.757692308,60.33208311,31.14048371,133
944,Campbell River,2023,2,Townhouses,519464.2857,89065,6.757692308,45.97865952,23.04827448,37
930,Chilliwack,2023,2,All housing types,697198.9101,86245,6.757692308,62.90338566,35.74923238,753
930,Chilliwack,2023,2,Condos,352395.8333,86245,6.757692308,32.2746722,17.71905455,167
930,Chilliwack,2023,2,Single-detached,885840.9506,86245,6.757692308,79.27111614,42.84775906,380
930,Chilliwack,2023,2,Townhouses,597961.7834,86245,6.757692308,54.29296914,29.51804433,206
943,Courtenay,2023,2,All housing types,710000,90520,6.757692308,60.99088436,33.29529423,312
943,Courtenay,2023,2,Condos,385135.5932,90520,6.757692308,33.60733796,18.06257235,32
943,Courtenay,2023,2,Single-detached,792170.1379,90520,6.757692308,67.78375551,37.46374731,198
943,Courtenay,2023,2,Townhouses,536633.3333,90520,6.757692308,46.65894507,25.7004721,82
905,Cranbrook,2023,2,All housing types,448435.5828,95110,6.757692308,37.24250512,23.32692088,103
905,Cranbrook,2023,2,Condos,207765.625,95110,6.757692308,17.25490271,10.88601116,18
905,Cranbrook,2023,2,Single-detached,484000,95110,6.757692308,40.19612441,24.79879355,80
975,Dawson Creek,2023,2,All housing types,295053.1915,98490,6.757692308,23.66318401,17.42873376,63
975,Dawson Creek,2023,2,Single-detached,299435.2941,98490,6.757692308,24.01462743,17.4035768,59
937,Duncan,2023,2,All housing types,653423.6364,86360,6.757692308,59.02647021,33.65613231,162
937,Duncan,2023,2,Condos,319769.2308,86360,6.757692308,29.24751958,15.67225183,18
937,Duncan,2023,2,Single-detached,757470,86360,6.757692308,68.04214378,37.87860121,102
937,Duncan,2023,2,Townhouses,564979.6364,86360,6.757692308,51.36274988,27.87876391,42
977,Fort St. John,2023,2,All housing types,363063.5838,111785,6.757692308,25.65453581,19.8313746,120
977,Fort St. John,2023,2,Single-detached,398170.5426,111785,6.757692308,28.13523828,21.34312718,88
977,Fort St. John,2023,2,Townhouses,308700,111785,6.757692308,21.81313565,16.34879797,27
925,Kamloops,2023,2,All housing types,592331.9398,97440,6.757692308,47.62282648,29.18144185,520
925,Kamloops,2023,2,Condos,374780.6738,97440,6.757692308,30.38119933,18.56500138,82
925,Kamloops,2023,2,Single-detached,679031.5315,97440,6.757692308,54.28113144,32.08712104,311
925,Kamloops,2023,2,Townhouses,519916.7066,97440,6.757692308,42.0615234,25.397242,127
915,Kelowna,2023,2,All housing types,751176.4398,94175,6.757692308,61.8956617,38.09482147,1233
915,Kelowna,2023,2,Condos,463071.7489,94175,6.757692308,38.83986031,24.28880262,441
915,Kelowna,2023,2,Single-detached,961861.7512,94175,6.757692308,78.63670561,44.76537722,572
915,Kelowna,2023,2,Townhouses,670828.1099,94175,6.757692308,55.51118758,32.85366574,220
936,Ladysmith,2023,2,All housing types,815380,88520,6.757692308,71.27731823,58.88969957,66
936,Ladysmith,2023,2,Single-detached,830220.5882,88520,6.757692308,72.53188453,61.26599014,59
938,Nanaimo,2023,2,All housing types,683928.8714,89830,6.757692308,59.2875535,33.9915153,484
938,Nanaimo,2023,2,Condos,416876.7361,89830,6.757692308,36.65652248,21.40189008,82
938,Nanaimo,2023,2,Single-detached,768636.3636,89830,6.757692308,66.34397202,37.66249954,315
938,Nanaimo,2023,2,Townhouses,579051.2195,89830,6.757692308,50.55089296,27.46191196,87
907,Nelson,2023,2,All housing types,632270.2703,88905,6.757692308,55.55629441,41.74276472,72
907,Nelson,2023,2,Condos,446275.8438,88905,6.757692308,39.64990903,33.4499936,25
907,Nelson,2023,2,Single-detached,722227.9412,88905,6.757692308,63.12803841,43.98100233,41
939,Parksville,2023,2,All housing types,753894.3894,85995,6.757692308,68.01980046,38.92321274,190
939,Parksville,2023,2,Condos,420000,85995,6.757692308,38.57812282,25.29799068,14
939,Parksville,2023,2,Single-detached,828786.7647,85995,6.757692308,74.53680929,41.08315087,133
939,Parksville,2023,2,Townhouses,617278.8732,85995,6.757692308,56.13174746,35.70802608,43
913,Penticton,2023,2,All housing types,581644.5183,85185,6.757692308,53.53516152,34.46883108,201
913,Penticton,2023,2,Condos,354265.625,85185,6.757692308,32.8496607,24.64960116,70
913,Penticton,2023,2,Single-detached,719718.0451,85185,6.757692308,65.66433468,41.62561139,85
913,Penticton,2023,2,Townhouses,548001.0972,85185,6.757692308,50.57972981,28.09446494,46
940,Port Alberni,2023,2,All housing types,521456.9536,79115,6.757692308,51.94970264,24.91984493,100
940,Port Alberni,2023,2,Single-detached,526356.5891,79115,6.757692308,52.41313766,25.47459468,85
940,Port Alberni,2023,2,Townhouses,438000,79115,6.757692308,43.73008081,17.79705682,13
945,Powell River,2023,2,All housing types,621941.7476,80735,6.757692308,60.22100164,28.39881449,64
945,Powell River,2023,2,Single-detached,648440.2439,80735,6.757692308,62.67708604,29.06419653,53
970,Prince George,2023,2,All housing types,458398.9637,99110,6.757692308,36.53348925,20.86631918,254
970,Prince George,2023,2,Condos,248750,99110,6.757692308,19.82488219,12.39060086,18
970,Prince George,2023,2,Single-detached,482945.7627,99110,6.757692308,38.48982049,21.62037066,201
970,Prince George,2023,2,Townhouses,367624.4615,99110,6.757692308,29.29894126,15.88118112,35
955,Prince Rupert,2023,2,All housing types,430513.1579,92075,6.757692308,36.93258481,20.96060583,40
955,Prince Rupert,2023,2,Single-detached,453395.3488,92075,6.757692308,38.89558743,21.3614414,29
952,Quesnel,2023,2,All housing types,358243.2432,83815,6.757692308,33.7614632,19.12777887,49
952,Quesnel,2023,2,Single-detached,358134.3284,83815,6.757692308,33.75119888,19.38116486,44
920,Salmon Arm,2023,2,All housing types,638845.9119,86990,6.757692308,57.34496846,34.91041316,103
920,Salmon Arm,2023,2,Condos,316608.6957,86990,6.757692308,28.74871977,18.83347001,12
920,Salmon Arm,2023,2,Single-detached,720547.1698,86990,6.757692308,64.37315561,37.57179298,72
920,Salmon Arm,2023,2,Townhouses,456833.3333,86990,6.757692308,41.48140484,27.50382689,19
934,Squamish,2023,2,All housing types,841174.1935,114345,6.757692308,56.86728573,35.74275125,115
934,Squamish,2023,2,Condos,637763.0769,114345,6.757692308,43.55534391,24.02183276,60
934,Squamish,2023,2,Single-detached,1463636.364,114345,6.757692308,94.23207494,52.39203906,16
934,Squamish,2023,2,Townhouses,918096,114345,6.757692308,61.9013204,35.812071,39
965,Terrace,2023,2,All housing types,481260.3774,96930,6.757692308,39.21813131,22.28508389,69
965,Terrace,2023,2,Single-detached,491813.1868,96930,6.757692308,40.07808465,22.91057037,61
910,Trail,2023,2,All housing types,348914.8936,92685,6.757692308,29.73548699,24.92893931,59
910,Trail,2023,2,Single-detached,343505.7471,92685,6.757692308,29.27450464,24.78545253,53
933,Vancouver,2023,2,All housing types,838007.2771,93255,6.757692308,69.47392962,46.34979114,12372
933,Vancouver,2023,2,Condos,632456.5757,93255,6.757692308,52.97974912,33.52101857,6777
933,Vancouver,2023,2,Single-detached,1679943.557,93255,6.757692308,130.9717759,73.63157159,3005
933,Vancouver,2023,2,Townhouses,941142.925,93255,6.757692308,77.74993149,42.89966917,2590
918,Vernon,2023,2,All housing types,647742.9806,89640,6.757692308,56.39242326,33.47993893,303
918,Vernon,2023,2,Condos,301802.0889,89640,6.757692308,26.59410599,17.73657873,56
918,Vernon,2023,2,Single-detached,776378.4861,89640,6.757692308,67.13090581,38.42228469,178
918,Vernon,2023,2,Townhouses,549280.5574,89640,6.757692308,48.17278741,28.34301195,69
935,Victoria,2023,2,All housing types,802158.9219,102990,6.757692308,60.30229171,38.89023417,1719
935,Victoria,2023,2,Condos,536677.0026,102990,6.757692308,41.01266619,25.16453563,753
935,Victoria,2023,2,Single-detached,1147696.577,102990,6.757692308,84.21629361,48.24432339,701
935,Victoria,2023,2,Townhouses,764082.0313,102990,6.757692308,57.53566654,34.92562688,265
950,Williams Lake,2023,2,All housing types,380666.6667,90290,6.757692308,33.30199091,21.01542762,58
950,Williams Lake,2023,2,Single-detached,437612.069,90290,6.757692308,38.28376483,22.05009043,41
950,Williams Lake,2023,2,Townhouses,193047.7273,90290,6.757692308,16.8884597,15.65666588,14
932,Abbotsford - Mission,2023,3,All housing types,753994.7668,86065,7.161538462,70.5008958,39.8580484,973
932,Abbotsford - Mission,2023,3,Condos,425668.75,86065,7.161538462,40.51978059,20.09532322,279
932,Abbotsford - Mission,2023,3,Single-detached,1127364.439,86065,7.161538462,102.8954788,49.93104757,434
932,Abbotsford - Mission,2023,3,Townhouses,675213.3072,86065,7.161538462,63.3963185,32.71122748,260
944,Campbell River,2023,3,All housing types,632572.1578,90532.5,7.161538462,56.61225062,28.83969156,228
944,Campbell River,2023,3,Condos,412000,90532.5,7.161538462,37.28332123,18.33500271,32
944,Campbell River,2023,3,Single-detached,704496.5517,90532.5,7.161538462,62.778378,31.14048371,157
944,Campbell River,2023,3,Townhouses,569243.4211,90532.5,7.161538462,51.18303481,23.04827448,39
930,Chilliwack,2023,3,All housing types,733050.1742,86632.5,7.161538462,68.16264062,35.74923238,682
930,Chilliwack,2023,3,Condos,363688.6447,86632.5,7.161538462,34.39305738,17.71905455,106
930,Chilliwack,2023,3,Single-detached,918255.2279,86632.5,7.161538462,84.75517705,42.84775906,366
930,Chilliwack,2023,3,Townhouses,615552.8846,86632.5,7.161538462,57.6360485,29.51804433,210
943,Courtenay,2023,3,All housing types,719300,92140,7.161538462,62.93009749,33.29529423,403
943,Courtenay,2023,3,Condos,402400,92140,7.161538462,35.77928472,18.06257235,68
943,Courtenay,2023,3,Single-detached,821316.7421,92140,7.161538462,71.52347787,37.46374731,244
943,Courtenay,2023,3,Townhouses,556536.9942,92140,7.161538462,49.2197555,25.7004721,91
905,Cranbrook,2023,3,All housing types,478061.9469,96600,7.161538462,40.54421903,23.32692088,123
905,Cranbrook,2023,3,Condos,204846.1538,96600,7.161538462,17.37291032,10.88601116,21
905,Cranbrook,2023,3,Single-detached,522397.6608,96600,7.161538462,44.20433546,24.79879355,91
905,Cranbrook,2023,3,Townhouses,398781.25,96600,7.161538462,33.82045873,18.84060012,11
975,Dawson Creek,2023,3,All housing types,305227.2727,99835,7.161538462,25.04738573,17.42873376,69
975,Dawson Creek,2023,3,Single-detached,309024.7934,99835,7.161538462,25.35901569,17.4035768,62
937,Duncan,2023,3,All housing types,675852.8708,87825,7.161538462,62.18238621,33.65613231,256
937,Duncan,2023,3,Condos,309000,87825,7.161538462,28.82452843,15.67225183,40
937,Duncan,2023,3,Single-detached,792924.5059,87825,7.161538462,72.52843018,37.87860121,151
937,Duncan,2023,3,Townhouses,581035.514,87825,7.161538462,53.80303333,27.87876391,65
977,Fort St. John,2023,3,All housing types,360512.1951,112907.5,7.161538462,26.15887478,19.8313746,126
977,Fort St. John,2023,3,Single-detached,388969.4286,112907.5,7.161538462,28.22374031,21.34312718,87
977,Fort St. John,2023,3,Townhouses,312848.4375,112907.5,7.161538462,22.700378,16.34879797,37
925,Kamloops,2023,3,All housing types,621690.7523,98770,7.161538462,51.03567376,29.18144185,570
925,Kamloops,2023,3,Condos,376901.6304,98770,7.161538462,31.26258261,18.56500138,102
925,Kamloops,2023,3,Single-detached,723268.6335,98770,7.161538462,59.01773197,32.08712104,333
925,Kamloops,2023,3,Townhouses,535305.3435,98770,7.161538462,44.24745026,25.397242,135
915,Kelowna,2023,3,All housing types,792917.3323,95597.5,7.161538462,66.63096527,38.09482147,1271
915,Kelowna,2023,3,Condos,472722.2222,95597.5,7.161538462,40.51178447,24.28880262,369
915,Kelowna,2023,3,Single-detached,984205.7878,95597.5,7.161538462,82.1613788,44.76537722,672
915,Kelowna,2023,3,Townhouses,681196.6667,95597.5,7.161538462,57.56053741,32.85366574,230
936,Ladysmith,2023,3,All housing types,822071.4286,90080,7.161538462,73.22414171,58.88969957,74
936,Ladysmith,2023,3,Single-detached,832500,90080,7.161538462,74.12268134,61.26599014,59
936,Ladysmith,2023,3,Townhouses,516470.5882,90080,7.161538462,46.89316549,39.99687592,12
938,Nanaimo,2023,3,All housing types,703277.7989,91235,7.161538462,62.19131103,33.9915153,570
938,Nanaimo,2023,3,Condos,424658.3333,91235,7.161538462,38.1329202,21.40189008,98
938,Nanaimo,2023,3,Single-detached,796986.7841,91235,7.161538462,70.16318737,37.66249954,366
938,Nanaimo,2023,3,Townhouses,578554.4041,91235,7.161538462,51.58102136,27.46191196,106
907,Nelson,2023,3,All housing types,633397.1698,90452.5,7.161538462,56.73311228,41.74276472,87
907,Nelson,2023,3,Condos,436434.2105,90452.5,7.161538462,39.52938898,33.4499936,13
907,Nelson,2023,3,Single-detached,689783.6538,90452.5,7.161538462,61.57143948,43.98100233,63
907,Nelson,2023,3,Townhouses,612052.9412,90452.5,7.161538462,54.90163859,35.55310394,11
939,Parksville,2023,3,All housing types,803571.4286,87427.5,7.161538462,73.80337473,38.92321274,209
939,Parksville,2023,3,Condos,617765.9574,87427.5,7.161538462,57.30841604,25.29799068,33
939,Parksville,2023,3,Single-detached,875087.5,87427.5,7.161538462,80.15224399,41.08315087,147
939,Parksville,2023,3,Townhouses,646562.5,87427.5,7.161538462,59.8648412,35.70802608,29
913,Penticton,2023,3,All housing types,632357.1429,86472.5,7.161538462,59.25097297,34.46883108,219
913,Penticton,2023,3,Condos,368290.3226,86472.5,7.161538462,34.89266832,24.64960116,54
913,Penticton,2023,3,Single-detached,831145.4082,86472.5,7.161538462,77.09338331,41.62561139,111
913,Penticton,2023,3,Townhouses,569260.79,86472.5,7.161538462,53.58770599,28.09446494,54
940,Port Alberni,2023,3,All housing types,524439.0244,80477.5,7.161538462,53.25690623,24.91984493,105
940,Port Alberni,2023,3,Single-detached,550116.2791,80477.5,7.161538462,55.73327265,25.47459468,87
940,Port Alberni,2023,3,Townhouses,463392.8571,80477.5,7.161538462,47.17335324,17.79705682,15
945,Powell River,2023,3,All housing types,625520.073,82442.5,7.161538462,61.50364723,28.39881449,73
945,Powell River,2023,3,Single-detached,661890.3509,82442.5,7.161538462,64.92766698,29.06419653,61
970,Prince George,2023,3,All housing types,469594.8963,100600,7.161538462,38.24258825,20.86631918,373
970,Prince George,2023,3,Condos,338099.3684,100600,7.161538462,27.53393411,12.39060086,39
970,Prince George,2023,3,Single-detached,495524.2915,100600,7.161538462,40.35421082,21.62037066,293
970,Prince George,2023,3,Townhouses,379884.8684,100600,7.161538462,30.93683666,15.88118112,41
955,Prince Rupert,2023,3,All housing types,420984.8485,92637.5,7.161538462,37.23072808,20.96060583,26
955,Prince Rupert,2023,3,Single-detached,438611.1111,92637.5,7.161538462,38.78954568,21.3614414,25
952,Quesnel,2023,3,All housing types,387038.2609,84857.5,7.161538462,37.36676982,19.12777887,66
952,Quesnel,2023,3,Single-detached,388220.7547,84857.5,7.161538462,37.48093418,19.38116486,62
920,Salmon Arm,2023,3,All housing types,661571.7822,88240,7.161538462,60.63380147,34.91041316,99
920,Salmon Arm,2023,3,Condos,336390.3846,88240,7.161538462,31.23201208,18.83347001,14
920,Salmon Arm,2023,3,Single-detached,731533.3333,88240,7.161538462,66.78747886,37.57179298,63
920,Salmon Arm,2023,3,Townhouses,464926.8293,88240,7.161538462,43.16591976,27.50382689,22
934,Squamish,2023,3,All housing types,899176.8293,115792.5,7.161538462,62.13250033,35.74275125,131
934,Squamish,2023,3,Condos,640789.4118,115792.5,7.161538462,44.81314491,24.02183276,42
934,Squamish,2023,3,Single-detached,1577727.273,115792.5,7.161538462,103.3121125,52.39203906,28
934,Squamish,2023,3,Townhouses,972450,115792.5,7.161538462,67.04390082,35.812071,61
965,Terrace,2023,3,All housing types,473582.8767,97740,7.161538462,39.69589028,22.28508389,77
965,Terrace,2023,3,Single-detached,502541.6667,97740,7.161538462,42.11201386,22.91057037,59
965,Terrace,2023,3,Townhouses,366500,97740,7.161538462,30.72016431,17.24808589,15
910,Trail,2023,3,All housing types,365900,93737.5,7.161538462,31.97944578,24.92893931,61
910,Trail,2023,3,Single-detached,361146.789,93737.5,7.161538462,31.56401792,24.78545253,56
933,Vancouver,2023,3,All housing types,850000,94267.5,7.161538462,72.27088724,46.34979114,15605
933,Vancouver,2023,3,Condos,645604.4883,94267.5,7.161538462,55.44220308,33.52101857,8641
933,Vancouver,2023,3,Single-detached,1760535.532,94267.5,7.161538462,140.2813074,73.63157159,3848
933,Vancouver,2023,3,Townhouses,963652.2958,94267.5,7.161538462,81.62832651,42.89966917,3116
918,Vernon,2023,3,All housing types,673784.4037,90920,7.161538462,59.88906556,33.47993893,351
918,Vernon,2023,3,Condos,305990.4138,90920,7.161538462,27.57212787,17.73657873,60
918,Vernon,2023,3,Single-detached,838811.6545,90920,7.161538462,73.97666621,38.42228469,204
918,Vernon,2023,3,Townhouses,550050.2885,90920,7.161538462,49.32646579,28.34301195,87
935,Victoria,2023,3,All housing types,844762.7216,104725,7.161538462,64.66600317,38.89023417,2117
935,Victoria,2023,3,Condos,564730.9833,104725,7.161538462,43.91220058,25.16453563,864
935,Victoria,2023,3,Single-detached,1187575.176,104725,7.161538462,88.52800468,48.24432339,862
935,Victoria,2023,3,Townhouses,784759.718,104725,7.161538462,60.21904119,34.92562688,391
950,Williams Lake,2023,3,All housing types,429750,91610,7.161538462,38.43216871,21.01542762,58
950,Williams Lake,2023,3,Single-detached,465375,91610,7.161538462,41.61808148,22.05009043,47
932,Abbotsford - Mission,2023,4,All housing types,684662.8493,87290,7.2,63.56503371,39.8580484,673
932,Abbotsford - Mission,2023,4,Condos,428561.7647,87290,7.2,40.36120482,20.09532322,333
932,Abbotsford - Mission,2023,4,Single-detached,1133129.771,87290,7.2,102.2581507,49.93104757,221
932,Abbotsford - Mission,2023,4,Townhouses,683651.715,87290,7.2,63.47481877,32.71122748,119
944,Campbell River,2023,4,All housing types,643246.1957,92000,7.2,56.80470475,28.83969156,140
944,Campbell River,2023,4,Condos,412611.1111,92000,7.2,36.86958805,18.33500271,22
944,Campbell River,2023,4,Single-detached,710000,92000,7.2,62.45566551,31.14048371,90
944,Campbell River,2023,4,Townhouses,590383.5821,92000,7.2,52.32968556,23.04827448,28
930,Chilliwack,2023,4,All housing types,738631.6033,87020,7.2,68.59237349,35.74923238,397
930,Chilliwack,2023,4,Condos,373561.5764,87020,7.2,35.29054084,17.71905455,97
930,Chilliwack,2023,4,Single-detached,948343.8503,87020,7.2,87.36127314,42.84775906,195
930,Chilliwack,2023,4,Townhouses,609000,87020,7.2,56.99055914,29.51804433,105
943,Courtenay,2023,4,All housing types,724073.8725,93760,7.2,62.45233153,33.29529423,240
943,Courtenay,2023,4,Condos,405920,93760,7.2,35.59082416,18.06257235,32
943,Courtenay,2023,4,Single-detached,839432.2917,93760,7.2,72.03454397,37.46374731,140
943,Courtenay,2023,4,Townhouses,577301.8868,93760,7.2,50.26076062,25.7004721,68
905,Cranbrook,2023,4,All housing types,489208.5308,98090,7.2,41.00005892,23.32692088,88
905,Cranbrook,2023,4,Condos,214758.0645,98090,7.2,17.99865036,10.88601116,10
905,Cranbrook,2023,4,Single-detached,546426.7516,98090,7.2,45.59067028,24.79879355,66
905,Cranbrook,2023,4,Townhouses,389434.7826,98090,7.2,32.6381247,18.84060012,12
975,Dawson Creek,2023,4,All housing types,291505.6818,101180,7.2,23.68468117,17.42873376,63
975,Dawson Creek,2023,4,Single-detached,286152.5424,101180,7.2,23.24974144,17.4035768,56
937,Duncan,2023,4,All housing types,685056.6572,89290,7.2,62.17559442,33.65613231,97
937,Duncan,2023,4,Condos,327442.1311,89290,7.2,30.14719631,15.67225183,21
937,Duncan,2023,4,Single-detached,785613.2075,89290,7.2,70.94644356,37.87860121,61
937,Duncan,2023,4,Townhouses,597168.75,89290,7.2,54.50974299,27.87876391,15
977,Fort St. John,2023,4,All housing types,348767.2512,114030,7.2,25.14384946,19.8313746,85
977,Fort St. John,2023,4,Single-detached,377487.5839,114030,7.2,27.21439857,21.34312718,62
977,Fort St. John,2023,4,Townhouses,311379.3103,114030,7.2,22.4484222,16.34879797,21
925,Kamloops,2023,4,All housing types,640000,100100,7.2,51.95555435,29.18144185,355
925,Kamloops,2023,4,Condos,380100,100100,7.2,31.21612462,18.56500138,47
925,Kamloops,2023,4,Single-detached,733622.2628,100100,7.2,59.23970893,32.08712104,215
925,Kamloops,2023,4,Townhouses,551118.4211,100100,7.2,45.04024231,25.397242,93
915,Kelowna,2023,4,All housing types,808016.4744,97020,7.2,67.09222701,38.09482147,723
915,Kelowna,2023,4,Condos,472403.1414,97020,7.2,40.02825892,24.28880262,204
915,Kelowna,2023,4,Single-detached,1002062.992,97020,7.2,82.65064226,44.76537722,344
915,Kelowna,2023,4,Townhouses,687446.9136,97020,7.2,57.41367236,32.85366574,175
936,Ladysmith,2023,4,All housing types,800207.5472,91640,7.2,70.36742467,58.88969957,32
936,Ladysmith,2023,4,Single-detached,831179.4512,91640,7.2,72.99961278,61.26599014,23
938,Nanaimo,2023,4,All housing types,682477.0642,92640,7.2,59.71036894,33.9915153,411
938,Nanaimo,2023,4,Condos,395491.4692,92640,7.2,35.09568856,21.40189008,113
938,Nanaimo,2023,4,Single-detached,812332.1918,92640,7.2,70.62715136,37.66249954,218
938,Nanaimo,2023,4,Townhouses,598976.8817,92640,7.2,52.69059743,27.46191196,80
